brand|name_perfume|family|subfamily|fragrances|ingredients|origin|gender|years|description|image_name
Santi Burgas|Palindrome I|AMBERY (ORIENTAL)|AMBERY (ORIENTAL)|Amber Classical|['Incense / Olibanum', 'Ambrette Seed', 'Ciste Labdanum', 'Opoponax', 'Tonka Bean', 'Vanilla', 'Cocoa', 'Sandalwood', 'Lemon', 'Mandarin (Sicily)']|Spain|Unisex|2017|PALINDROME I is the first perfume conceived as a palindrome, as it can be discovered both backwards or forward. Just like reading a palindrome in both directions without pausing, PALINDROME I remains immutable. Darkness morphing into light. A fragrance full of light and hope, and patiently await to be released, delivering a message of harmony and peace.|cj2imo1pc7ljt8on6idtboqhl0k9nrndsecqkec5ntleqbf5jqhbwi85a09x-w500-q85.jpg
Armaf|Odyssey Homme White Edition|WOODY|CITRUS|Woods Fresher|['Grapefruit', 'Violet Leaves', 'Ambergris', 'Guaiac Wood', 'Yuzu', 'Marine', 'Pink Pepper']|United Arab Emirates|Male|2018|Odyssey Homme White Edition is the perfect modern fragrance that will create an unmistakable charisma and allow you to achieve your goals easily.|onbhj8ah8k8vnjoc5knujatpi51ov20cvdqjjyrymrfbw4rol1ozvlctyumv-w500-q85.jpg
L'Artisan Parfumeur|Déliria : Explosions D'Émotions|AMBERY (ORIENTAL)|GOURMAND|Amber Fresher Gourmand|['Rum', 'Cotton Candy', 'Musk']|France|Unisex|2013|Prepare to be thrilled. Your senses will be shaken into a delicious blur. Déliria is the fantastic contrast between metallic and gourmand notes. Top and base notes lose themselves in the heart of the fragrance in a dizzying cloud.|ek18g4vsnab5c3xnoc6bvhb1oa6818o1nxyw3olezplidi1dsg7ghbuz7mvh-w500-q85.jpg
Donna Karan Dkny|Nectar Love|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Gourmand|['Orange Blossom', 'Vanilla', 'Salicylate (Floral notes)', 'Freesia', 'Jasmine', 'Lily Of The Valley', 'Beeswax', 'Cedarwood', 'Grapefruit', 'Mandarin', 'Mirabelle (Plum)', 'Neroli']|United States of America|Female|2017|Experience the allure of Nectar Love as it bottles the heart-stopping moment when eyes meet and the whole world stops. Like a bee captivated by the irresistible draw to a lush blooming flower, Nectar Love captures nature's pull of undeniable attraction.|xb4pgmdtiesgs2urio8ybd365rdpwlrlxhisg2ejqkc4v0wacbunuwcwlrpd-w500-q85.jpg
Guerlain|Habit Rouge Sport|AMBERY (ORIENTAL)|CITRUS|Amber Fresher|['Citruses', 'Bamboo', 'Cedarwood', 'Amber', 'Vanilla', 'Bergamot', 'Bitter Orange', 'Lemon', 'Lime', 'Neroli', 'Jasmine', 'Leather', 'Patchouli', 'Pink Pepper']|France|Male|2009|Its unique energy revitalises its fragrance heritage and updates the legend of sensual elegance, which it interprets with all the audacity of youth. This stimulant for the senses promises victory for one of the most irrepressible aspirations of man: seduction.|ir7b9hqc1xib7xayki86si0m03x9j29r13afz7e3ywohhc7pwvzb4amnb55k-w500-q85.jpg
Zadig & Voltaire|This Is Him! Undressed|AMBERY (ORIENTAL)|CITRUS|Amber Fresher|['Amber', 'Grapefruit', 'Sandalwood', 'Musk', 'Oakmoss', 'Orange Blossom', 'Pink Pepper']|France|Male|2023|This invigorating, electrifying fragrance mimics the sensation of salty skin coming out of the sea.|l810usw21tq7nk3x9ip4bs9bl0yj0ivrfmotq0g9vgenex5it5l6uuukjyug-w500-q85.jpg
Teatro Fragranze Uniche|Rose Oud 2019|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Oud / Agarwood', 'Rose Damascena', 'Saffron', 'Cedarwood', 'Myrrh', 'Opoponax', 'Sandalwood', 'Geranium', 'Jasmine', 'Clove', 'Musk', 'Nutmeg', 'Patchouli', 'Pink Pepper']|Italy|Unisex|2019|A perfume that whispers secrets from the oud mixed with the delicacy and grace of the rose.|ztdqvhgeengmbaqdsxq9bj4tt26o9zbc5cgj5b6dxsyzl6ft0bxnsm6mwxd0-w500-q85.jpg
Elizabeth Arden|White Tea Eau Fraiche|FLORAL|CITRUS|Soft Floral Fresher Citrus|['Lily Of The Valley', 'Mandarin', 'Tonka Bean', 'Mahonial', 'Bergamot', 'Musk', 'Pear', 'Woody Notes', 'Sea Breeze', 'Ambrofix (Ambergris)']|United States of America|Female|2023|A reinterpretation of the original White Tea fragrance, but with fresher and gentler accents.|689pnzyu27r7xlq9jozbl9y98ifrd1miausmepuv5md5ou6ma7y6zszc5qyj-w500-q85.jpg
Azzaro|Chrome Under The Pole 2018|CITRUS|CITRUS|Citrus Fresher|['Bergamot', 'Mate', 'Musk', 'Lemon', 'Neroli', 'Cardamom', 'Cedarwood', 'Coriander', 'Jasmine', 'Oakmoss', 'Palisander Rosewood', 'Pineapple', 'Rosemary', 'Sandalwood', 'Tonka Bean']|France|Male|2018|Chrome's iconic fragrance signature is now more refreshing than ever. Drawing on a unique cooling effect, an invigorating sensation infuses the skin, creating an instant icy feeling and polar freshness. A reinterpretation with a unique formula, where its alcohol content has been entirely replaced by water.|7p7egqyqxjiz0vn3bks7gihgmzgchxexaqwcz825fi0unmqz4bcg69rz9wu5-w500-q85.jpg
Jil Sander|Sun Delight|FLORAL|FRUITY|Floral Fresher Fruity|['Passion Fruit', 'Vanilla', 'Bergamot', 'Cedarwood', 'Musk']|Germany|Female|2006|A warm fragrance that awakens your senses and reveals your radiant and charming side. An evening glowing fragrance that is sure to enhance your seductive power. A fragrance that was created for dazzling, life-loving women charged with positive energy, warmth and sensuality.|s91w7fp1aag6ucnsaz6q7b2d561dv5hzevvshwtlenvcrkh3dcz3qhjesr2e-w500-q85.jpg
Franck Olivier|Sunrise Franck Olivier Women|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Orange Blossom|['Orange Blossom', 'Patchouli', 'Green Apple', 'Jasmine', 'Tuberose', 'Lemon', 'Musk', 'Raspberry', 'Sandalwood']|France|Female|2011|Clear and captivating, sensual and mysterious, this fragrance is the very reflection of tenderness and bliss. Fresh top notes give way to more femininity and sensuality, opening the door to dreams and an imaginary world. Bottom notes evoke a fragrance that is delicate yet still mysterious.|nh6z2s46ubczi35d5qwpgjdb8rre5m7clop9xb1bka0pe4vt969l0bag7sjl-w500-q85.jpg
Bon Parfumeur|601 Vétiver Cèdre Bergamote|WOODY|CITRUS|Mossy Woods Fresher Citrus|['Bergamot', 'Cedarwood', 'Vetiver', 'Grapefruit', 'Pepper', 'Sandalwood', 'Violet']|France|Unisex|2016|601 VÉTIVER CÈDRE BERGAMOTE is a refreshing scent of wildflowers and elegant woods, suitable for men and women.|c1ssxlxwdgrgwmq5km6o91wgf6ooljqtptr0c52eh7u6kv6329yf95ihhscg-w500-q85.jpg
Oriflame|Moments|FLORAL|FRUITY|Floral Fresher Fruity|['Iris / Orris', 'Osmanthus', 'Rose Centifolia', 'Freesia', 'Magnolia', 'Peony', 'Pear', 'Cedarwood', 'Musk', 'Sandalwood', 'Violet Leaves']|Sweden|Female|2020|Celebrate every moment of love with this beautifully romantic eau de parfum, a fragrance created around the radiant rose centifolia, the rose of 100 petals. Imagine each petal as a special memory, delicately encapsulated in a unique rose bottle, and cherish them all.|5ksdodhtzca3sbki2bh2a4adtkbdruqv9narmn55smjaakjq380j8lmu2dxq-w500-q85.jpg
B.U.|Fairy Secret|FLORAL|FRUITY|Floral Fresher Fruity|['Peony', 'Apple', 'Vanilla', 'Pear', 'Praline']|Greece|Female|2017|Surround yourself with a fragrance that will make you feel wonderful all day. B.U. Fairy Secret for women is an expression of optimism and perfect happiness.|f77t8nycy2rj8sh17qhpmbk7pulyohzbacvjcu74b8gddhq03py2vbc7euih-w500-q85.jpg
Jo Malone London|Black Vetyver Café|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Coffee', 'Coriander', 'Incense / Olibanum', 'Sandalwood', 'Vetiver', 'Ciste Labdanum', 'Nutmeg', 'Vanilla', 'Oakmoss']|United Kingdom|Unisex|2003|Born from a passion to create the perfect coffee note, Black Vetyver Café is a rich, sensual scent. The deep, bitter character of the coffee bean is steeped in earthy notes of vetiver and temple incense.|9lx7860ord5w3h8fhbq6udbdmor7s9j6k2w3koudonzm3govxqu28a8bzgz5-w500-q85.jpg
Ladurée|Les Merveilleuses Ladurée Eau De Parfum|FLORAL|MUSK SKIN|Soft Floral Fresher Iris|['Iris / Orris', 'Violet', 'Musk', 'Violet Leaves', 'Jasmine', 'Suede']|France|Female|2018|Les Merveilleuses Ladurée has been especially created for women who enjoy being women, and who value something that enchants them, not reasonably, but intrinsically. Les Merveilleuses Ladurée proposes 'unexpected' beauty, beyond the ordinary concept of cosmetics, to women who pursue new forms of beauty.|q881jzwbvsonbr6a39seugc5yw8zwcf0qhdf4i1qk0e607gd4q5ffs1hcg8m-w500-q85.jpg
Ulric De Varens|Varens D'Orient Rubis|AMBERY (ORIENTAL)|CITRUS|Amber Crisp Citrus|['Ciste Labdanum', 'Mandarin', 'Patchouli', 'Bergamot', 'Pear', 'Oud / Agarwood', 'Jasmine', 'Musk', 'Orange Blossom', 'Sandalwood', 'Tuberose']|France|Female|2019|The quintessential scent of the Orient, Varens d'Orient Rubis is a fragrance that is both radiant and mysterious.|tckegipitcieifg3v3mrlhzmvuac8amupjee5ekg9d8buseb1ahsfj45r3yj-w500-q85.jpg
Jo Malone London|Poppy & Barley|FLORAL|GREEN|Floral Fresher Green|['Blackcurrant Bud', 'Rose', 'Violet', 'Fig', 'Musk']|United Kingdom|Unisex|2018|Rich ripened poppies dancing in the wind. Flowers that come alive with colour blend with fruity notes. Cocooned by grains and softened by powdery notes in the base.|irpkos4csrjegb4o8sapevigknav3d45au1va504e6l61ilbtz3ntn75x4ob-w500-q85.jpg
Hugo Boss|Boss The Scent For Her Absolute|FLORAL|AMBERY (ORIENTAL)|Floral Amber Classical|['Coffee', 'Vanilla', 'Peach', 'Vetiver']|Germany|Female|2019|A captivating fragrance. The exquisite signature is blended with irresistible and delectable heart notes to create an absolutely seductive, absolutely addictive fragrance. This perfume teases the senses with its delicate, feminine allure.|cjzzvyt6xt6iu9lsh8su950rkao5a6wpx0gedo5e94mc6ugsrh33ql4kl7i9-w500-q85.jpg
Fragonard|Pivoine|FLORAL|FRUITY|Floral Fresher Fruity|['Peony', 'Iris / Orris', 'Jasmine', 'Mimosa', 'Rhubarb', 'Amber', 'Musk']|France|Female|2017|Fragonard's Pivoine invites the onlooker to revel in a relaxing stroll amongst the peony bushes laden with their red, pink, and white flowers, enchanting the eyes and the senses. And although the flower itself is generous and explosive, the sent of the peony is subtle and complex, soft delicate, and slightly fruity, it hides a tender and open heart.|6a466ajgapihikgrgl74e46rmgscglntle8dy7c9dkv0pkqg48yigbroostf-w500-q85.jpg
Marc Jacobs|Daisy Twinkle 2018|FLORAL|FRUITY|Floral Fresher Fruity|['Violet', 'Woody Notes']|United States of America|Female|2018|Enter a beautiful place where sunshine sparkles, flowers are blooming everywhere, water and petals are twinkling under the endless summer sun.|137ks3xf2z8frbopyvok68si87vn5s7b6ajokta3firmydn71o5b0jw03wjy-w500-q85.jpg
Tom Daxon|Crushing Bloom|FLORAL|FLORAL|Floral Classical Rose|['Rose', 'Iris / Orris', 'Oakmoss', 'Pink Pepper', 'Jasmine (Sambac)', 'Lily Of The Valley', 'Cardamom', 'Musk', 'Vetiver', 'Black Pepper']|United Kingdom|Unisex|2013|"""Our first floral fragrance. It was inspired by the vast rose bushes in my mother's garden. I wanted a rose that I would wear, not sweet, something greener, spicier and darker,"" Tom Daxon."|dnf8i2gkzb2s0pjthis5x4ytwx280gdgygofk83cxl1hbfpxw5ugizpp34kn-w500-q85.jpg
Jeanne Arthes|Guipure & Silk Havana Moon|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Gourmand|['Orange Blossom', 'Praline', 'Ylang-ylang', 'Bergamot', 'Patchouli']|France|Female|2013|A mystic creation that reflects today’s women's duality, Guipure & Silk Havana Moon is romantic and sensual, charming and captivating.|p2ni9g3uhhis60jpmwir3m27vfn7t1dor12emotzu5nzvyode6vfrofdy04s-w500-q85.jpg
24|24 Elixir Ambrosia|FLORAL|AMBERY (ORIENTAL)|Floral Amber Classical|['Jasmine', 'Praline', 'Tarragon', 'Freesia', 'Lily', 'Orchid', 'Osmanthus', 'Violet', 'Amber', 'Vanilla', 'Musk', 'Patchouli', 'Saffron']|United Arab Emirates|Male|2017|Sweet and joyful memories rushed back to my mind as I opened the creaking wooden gate of the family garden. I hadn't been there in years. I sat comfortably in the shade of the tall cypress as we used to do. I abandoned myself to the comforting feeling of belonging to the place. I took a deep breath. It was the scent of happiness at dawn.|99rf1ct35tin3m4nxaa58fr4et9zue02iufzml4gkbpsadlsdfe1kzorw29c-w500-q85.jpg
Louis Vuitton|Rhapsody|CHYPRE|FLORAL|Mossy Woods Classical|['Ylang-ylang', 'Mate', 'Vetiver', 'Patchouli', 'Jasmine (Grandiflorum)', 'Rose (Grasse)', 'Vanilla', 'Woody Notes']|France|Unisex|2021|"When the horizon etches out an infinite line, an extraordinary, heady, exhilarating journey commences: everything begins and everything is reborn in an olfactive alchemy. “It’s the

heart of chypre, the first sophisticated olfactive form in modern perfumery. I tried to bring it modernity while exalting its DNA,” explains in-house Perfumer Jacques Cavallier Belletrud."|9njngcvl6uknk62844ah2jmjdj2alx6n8nxpg4829lmg9mnm6ejndrq3y7fn-w500-q85.jpg
Jean Patou|Colony (2015)|CHYPRE|CITRUS|Mossy Woods Fresher Citrus|['Patchouli', 'Bergamot', 'Amber', 'Clove', 'Jasmine', 'Leather', 'Nutmeg', 'Pineapple', 'Rose', 'Vetiver']|France|Female|2015|Europe dreams of exoticism and France wish to honour its distant territories, Josephine Baker became a star and a French national. Jean Patou creates Colony, an evocative scent ofsun-drenched fruits and delicate spicy aromas.|29fi05wtcoo511vn4hbupov8toz2mhzmoqd7zyk905fdgiuw4t89q5hgguse-w500-q85.jpg
Zoologist|Tiger|LEATHER|CITRUS|Dry Woods Crisp Citrus|['Saffron', 'Vetiver', 'Cardamom', 'Incense / Olibanum', 'Jasmine (Sambac)']||Unisex|2023|Like the thrill inspired by a low, rumbling growl cutting through silence, Tiger couples danger with majesty, arouses intrigue and put those around you on high alert.|ttajtmacjns9835ldrdlshfcvi90fvxsdzsdgh1mv291t77dzuiikt4zp0vy-w500-q85.jpg
Etat Libre D'Orange|Clean Suede|LEATHER|GREEN|Dry Woods Fresh Green|['Suede', 'Aldehyde', 'Saffron', 'Galbanum', 'Lemon', 'Ambergris', 'Iris / Orris', 'Pepper', 'Tonka Bean', 'Vanilla']||Unisex|2023|A tribute to tomorrow’s glorious possibilities. This is fresh, pure water washes away the sins of the night and leaves the skin luminous.|rpfevaj7v3iqgp7qrfpzcdd5m2isye77ag94s7wix6gsi90cwo4wpbcoz4pe-w500-q85.jpg
Blend Oud|Eclipse|FLORAL|AMBERY (ORIENTAL)|Floral Amber Richer|['Jasmine', 'Rose', 'Oud / Agarwood', 'Iris / Orris', 'Ylang-ylang', 'Ambergris', 'Bergamot', 'Birch', 'Cinnamon', 'Civet', 'Fig', 'Lemon', 'Lime', 'Musk', 'Oakmoss', 'Patchouli', 'Saffron', 'Sandalwood']|Italy|Unisex|2016|A mysterious fragrance inspired by the perfect dynamic of the universe and by the enigmatic play of light and shadow that has fascinated mankind for millennia. The alignment between the Sun, Moon and Earth is a metaphor for the order in which the ingredients composing Eclipse's bouquet generate enchantment. The energy of the citrus top notes represents the sunlight, whereas the seductive floral heart symbolizes the Moon's voice. The senses are enraptured by this olfactory game which leads to the discovery of new and unexplored sensations.|30souzhumldfw4xeswmvzk0kd38ox0mnsol7u5atyws3d9t4zylostzwc7eh-w500-q85.jpg
Eisenberg|Love Parfum|FLORAL|MUSK SKIN|Soft Floral Fresher Musk|['Floral Notes', 'Heliotrope', 'Musk', 'Jasmine', 'Rose', 'Sandalwood', 'Tobacco Leaf', 'Blackcurrant Bud']|France|Female|2015|Fall absolutely head-over-heels in love with Love, an elegant, scent that will take you from a casual lunch, to an elegant dinner in a diamond-encrusted dress to the most exclusive restaurant in town.|f1ujlsq3s0gu0hof1qm2oeqv0gieckc7ovvrw1i6hoeruo0jqzontkqmyiwn-w500-q85.jpg
Oriflame|My Little Garden|FLORAL|FLORAL|Floral Fresher Lily of the Valley|['Lily Of The Valley', 'Musk', 'Jasmine', 'Cedarwood', 'Neroli', 'Sandalwood']|Sweden|Female|2017|Leave behind the chaos, hustle, and bustle of the day and feel your stresses melt away. This modern fragrance will sweep you away to the peace and tranquility of a private garden. A fragrant, uplifting sanctuary for you and you alone.|6vikwgc5ylepwwvekb3kvha139kueq8jpmf9r33ksw4exbpavps6e2ohu5fn-w500-q85.jpg
Kensie|Zest For Life|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Fruity|['Orange Blossom', 'Mango', 'Amber', 'Cedarwood', 'Grapefruit', 'Green Notes', 'Lemon', 'Pineapple', 'Sandalwood', 'Tangerine']|United States of America|Female|2022|A vibrant and balanced scent.|ie7d00fzpoza26do1w87mn5jawt3aeomrztt06r5ohrdzp0i85eqhmfjemin-w500-q85.jpg
Bulgari|Malakeos|AROMATIC FOUGERE|AROMATIC FOUGERE|Aromatic Fougère Classical|['Lavender', 'Mint', 'Geranium', 'Musk', 'Peppermint', 'Cardamom', 'Guaiac Wood', 'Oakmoss']|Italy|Male|2017|Emblem of the grandeur and opulence of Czarist Russia, ruled by the Romanovs, the infinite green of Malachite gemstone exudes the healing and well-being of nature, set in the profuse coniferous green of the Ural forests. An immensely restoring, sensual green fragrance.|6pql1fw61ss3nglikrlhk8jbizmdsilqjsdciloxzqtlha13bpkyjd6p863u-w500-q85.jpg
Dolce & Gabbana|K By Dolce & Gabbana Eau De Toilette|AROMATIC FOUGERE|SPICY|Aromatic Fougère Fresher Fruity|['Lavandin', 'Vetiver', 'Geranium', 'Juniper Berries', 'Grapefruit', 'Lemon', 'Clary Sage', 'Cedarwood', 'Patchouli']|Italy|Male|2019|K by Dolce and Gabbana captures the essence of a man in his element, a man who is the king of his everyday life. He follows his own path, cherishing his family and loved ones above all else. Effortlessly charming, and not afraid to show his vitality, he remains true to his roots, respecting tradition while embracing modernity.|ep7hsv4drj81saa2ewlf7e4pxo94xbvca36bx61dy8b1g7v8wr2yriv06qab-w500-q85.jpg
Avon|Sunshine Joy Summer Mania|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Fruity|['Cashmeran (Woody musky)', 'Raspberry', 'Peony', 'Vanilla', 'Musk', 'Tangerine', 'Green Apple']|United States of America|Female|2021|A vibrant and refreshing scent, Sunshine Joy Summer Mania opens up with a colourful and juicy explosion of energising citrus, that offers a fun and addictive experience to get you into the summer vibe. It then evolves to reveal a stimulating heart to bring a touch of summer freshness to the core of the fragrance. The creamy base brings sensuality to the fragrance in a fun and irresistible way: the perfect long-lasting experience to take with you on your way to the beach, on a fun summer trip.|tr1idofdyo3om6ss0qm5k5wgbq3149ry1ej8igu3n88w4ujr2jzvzatw6dq2-w500-q85.jpg
Fiorucci|Dolce Amore|FLORAL|FRUITY|Floral Fresher Fruity|['Magnolia', 'Rose', 'Freesia', 'Lily Of The Valley', 'Peony', 'Lychee', 'Amber', 'Cedarwood']|Brazil|Female|2017|Dolce Amore feminine cologne is ideal for elegant, sophisticated women who know what they want. A delicious floral fragrance, light, and refreshing that brings charm and also the refinement of roses, especially for the romantic and refined woman.|gxki684d0omnpvtoc93jlohp0ohf1kooanqi058ajhke1jihiqpzsa7vfnso-w500-q85.jpg
Shay & Blue|Tonka Angelica 2022|AMBERY (ORIENTAL)|AMBERY (ORIENTAL)|Amber Classical|['Angelica', 'Tonka Bean', 'Vanilla', 'Heliotrope', 'Osmanthus', 'Oud / Agarwood', 'Apricot', 'Caramel', 'Sandalwood']||Unisex|2022|A fragrance so good it should be illegal A tale of Angels and Demons. Sweet and heavenly.|m7tkqiqh7ina6s8cxyouqkyfpqewezga2nbytsrq8sngr9vmgufolpu5iarb-w500-q85.jpg
Hunq|#003 Carpenter|WOODY|CITRUS|Woods Crisp|['Cedarwood (Virginia)', 'Pink Pepper', 'Cardamom', 'Ambroxan (Ambergris)', 'Bergamot', 'Iso E Super (Cedarwood Note)', 'Sandalwood', 'Cedarwood (Texas)', 'Benzoin', 'Cinnamon', 'Ginger', 'Patchouli']||Male|2021|He is the paradigm of the passionate hardworking man. Turns cedarwood, benzoin, and pepper into his blood, sweat and tears. And they said Jesus was a miracle.|yyxhmzd6e2srrsdjwc579g952z8b9pltqbakp3ew2dgw7jz4f5bo67n9i5i6-w500-q85.jpg
Bois 1920|Oltremare|CHYPRE|CITRUS|Mossy Woods Fresher Citrus|['Lime', 'Geranium', 'Violet Leaves', 'Patchouli (Indonesia)', 'Bergamot', 'Bitter Orange', 'Lemon', 'Ambergris', 'Hyacinth', 'Juniper Berries', 'Mate', 'Musk', 'Rhubarb', 'Sandalwood (India)']|Italy|Unisex|2011|An exciting scent with powerful, sensual accords.|sxgpl3thfjr60hnxau0fhfnjxf39tf3blxg22a2znh7jw54rfn1hbk4k893x-w500-q85.jpg
Bond No. 9 I Love Ny|Harrods Oud Patchouli|WOODY|WOODY|Woods Classical|['Oud / Agarwood', 'Patchouli', 'Rose', 'Saffron', 'Sandalwood', 'Geranium', 'Amber', 'Artemisia', 'Leather', 'Musk', 'Myrrh']|United States of America|Unisex|2012|For its latest Harrods exclusive, Bond No. 9 re-visits that Eastern world mainstay, oud, doubling up on its intense exoticism by pairing it with equally sensual patchouli. Result? Harrods Oud Patchouli—thinking outside the perfume box.|vinqw31k7zbg2x0ket0pvplex22x4zhqd23ttf37m5kn2gkts7u5u2f802l4-w500-q85.jpg
